model,brand_name,price,price_original,price_currency,price_idr,rating,processor,processor_brand,processor_series,processor_score,processor_level,ram,ram_num,ram_class,memory_type,memory_size,storage_class,gpu_brand,gpu_type,gpu_score,gpu_level,os,os_family,display_size,display_class,resolution_height,resolution_width,resolution_class,touch_screen,touchscreen_label,warranty,warranty_class,price_class,label_kebutuhan,predicted_label,prediction_confidence,alasan_label,prob_administrasi_perkantoran,prob_desain_grafis,prob_editing_video,prob_programming
Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),Apple,77999,77999,INR,14819810,4.2,Apple M2 Apple M2 Chip,Apple,M2,4,High,8 GB Unified Memory RAM,8,Standard,SSD,512,Standard,Apple,Integrated,3,Dedicated Entry,Mac,Mac,13.6,Small,2560,1664,Full HD,False,No,1,1 Year,High,Desain Grafis,Desain Grafis,0.9999,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,0.9999,0.0001,0.0
Apple MacBook Air 2020 MGND3HN Laptop (Apple M1/ 8GB/ 256GB SSD/ MacOS),Apple,63990,63990,INR,12158100,4.6,Apple M1,Apple,M1,3,Mid,8 GB DDR4 RAM,8,Standard,SSD,256,Basic,Apple,Integrated,1,Integrated Basic,Mac,Mac,13.3,Small,2560,1600,Full HD,False,No,1,1 Year,Medium,Programming,Desain Grafis,0.9801,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0002,0.9801,0.0,0.0196
Asus Vivobook 15 X1502VA-BQ838WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Asus,66990,66990,INR,12728100,4.15,13th Gen Intel Core i7 13620H,Intel,Core i7,4,High,16 GB  RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
HP ‎15-fd0467TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,59990,59990,INR,11398100,4.2,13th Gen Intel Core i5 1334U,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
ASUS TUF Gaming A18 2025 Laptop (AMD Ryzen 7 260 Processor/ 16GB/ 2TB SSD/ Win11/ RTX5070 Graph),Asus,199990,199990,INR,37998100,4.4,AMD Ryzen 7 260,AMD,Ryzen 7,4,High,16 GB ‎DDR5 RAM,16,High,SSD,2000,Very Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,18.0,Large,2560,1600,Full HD,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Lenovo IdeaPad Slim 5 16IRL8 82XF003HIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Lenovo,66490,66490,INR,12633100,4.15,13th Gen Intel Core i7 13700H,Intel,Core i7,4,High,16 GB LPDDR5 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,16.0,Large,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Apple MacBook Air 2025 Laptop (Apple M4/ 16GB/ 256GB SSD/ MacOS),Apple,99900,99900,INR,18981000,4.75,Apple M4,Apple,Other,4,High,16 GB  RAM,16,High,SSD,256,Basic,Apple,Integrated,3,Dedicated Entry,Mac,Mac,13.6,Small,2560,1664,Full HD,False,No,1,1 Year,High,Desain Grafis,Desain Grafis,0.993,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,0.993,0.007,0.0
Lenovo V15 82TTA07RIH Laptop (12th Gen Core i5 / 16GB/ 512GB SSD/ Win11 Home),Lenovo,43090,43090,INR,8187100,4.3,12th Gen Intel Core i5 1235U,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Acer Aspire Lite AL15-52H Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Acer,39989,39989,INR,7597910,4.75,12th Gen Intel Core i5 12450H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Programming,Programming,0.9999,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0001,0.0,0.0,0.9999
HP 15-fd0061TU Laptop (12th Gen Core i3/ 8 GB/ 512GB SSD/ Win11 Home),HP,35899,35899,INR,6820810,4.7,12th Gen Intel Core i3 1215U,Intel,Core i3,2,Basic,8 GB  RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Infinix INBook Y3 Max Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win 11),Infinix,23990,23990,INR,4558100,4.7,12th Gen Intel Core i3 1215U,Intel,Core i3,2,Basic,8 GB LPDDR4X RAM,8,Standard,SSD,256,Basic,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,16.0,Large,1920,1200,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Acer Aspire 7 A715-79G UN.34PSI.001 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Acer,67990,67990,INR,12918100,4.7,13th Gen Intel Core i5 13420H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
Colorful XS 22-HD55016512B-G-IND Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Colorful,47990,47990,INR,9118100,4.0,12th Gen Intel Core i5 12500H,Intel,Core i5,4,High,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Editing Video,Desain Grafis,0.9964,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.9964,0.0036,0.0
Acer Aspire 3 A324-51 UN.343SI.004 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Acer,43990,43990,INR,8358100,4.75,12th Gen Intel Core i7 1255U,Intel,Core i7,4,High,16 GB  RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
HP Omen 16-xd0017AX Gaming Laptop (AMD Ryzen 7 7840HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),HP,125980,125980,INR,23936200,4.65,7th Gen AMD Ryzen 7 7840HS,AMD,Ryzen 7,4,High,32 GB DDR5 RAM,32,Premium,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,16.1,Large,1080,1920,Full HD,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
HP Victus 15-fa1351TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 2050),HP,59500,59500,INR,11305000,4.75,12th Gen Intel Core i5 12450H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
HP Omen 16-wf1096TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),HP,127490,127490,INR,24223100,4.4,14th Gen Intel Core i7 14650HX,Intel,Core i7,4,High,16 GB DDR5 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,16.1,Large,1920,1080,Full HD,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Dell Inspiron 3530 OIN353034071RINS1M Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Dell,43990,43990,INR,8358100,4.05,13th Gen Intel Core i5 1334U,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Acer Nitro V ANV15-41 NH.QPESI.001 Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 4050 Graph),Acer,75990,75990,INR,14438100,4.0,7th Gen AMD Ryzen 7 7735HS,AMD,Ryzen 7,4,High,16 GB DDR5 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Editing Video,Editing Video,0.9417,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0583,0.9417,0.0
HP Chromebook 11MK G9 EE Touch Laptop (MediaTek MT8183/ 4GB/ 32GB eMMC/ Chrome OS),HP,10990,10990,INR,2088100,4.35,MediaTek Kompanio 500,MediaTek,Other,1,Entry,4 GB LPDDR4X RAM,4,Low,eMMC Storage,32,Low,ARM,Integrated,1,Integrated Basic,Chrome,Chrome,11.6,Small,1366,768,Standard,True,Yes,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
MSI Crosshair 16 HX D14VFKG-206IN Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX4060),MSI,134990,134990,INR,25648100,4.55,14th Gen Intel Core i7 14700HX,Intel,Core i7,4,High,16 GB DDR5 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,4,Dedicated High,Windows 11,Windows,16.0,Large,2560,1440,Full HD,False,No,2,2 Years,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Lenovo ThinkBook 15 G5 21JF002JIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ Win11),Lenovo,35140,35140,INR,6676600,4.2,7th Gen AMD Ryzen 3 7330U,AMD,Ryzen 3,2,Basic,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,AMD,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,0.9997,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",0.9997,0.0,0.0,0.0003
Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 512GB SSD/ macOS),Apple,111699,111699,INR,21222810,4.5,Apple M3,Apple,Other,4,High,8 GB  RAM,8,Standard,SSD,512,Standard,Apple,Integrated,3,Dedicated Entry,Mac,Mac,14.2,Medium,3024,1964,High Resolution,False,No,1,1 Year,High,Desain Grafis,Desain Grafis,0.984,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,0.984,0.016,0.0
Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),Asus,59990,59990,INR,11398100,4.45,12th Gen Intel Core i5 12500H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
HP 15-fd0492TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,58499,58499,INR,11114810,4.35,13th Gen Intel Core i5 1334U,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Asus Vivobook 14 2025 X1407CA-LY102WS Laptop (Intel Core Ultra 5 225H/ 16GB/ 512GB SSD/ Win11),Asus,73990,73990,INR,14058100,4.45,Intel Core Ultra 5 225H,Intel,Core Ultra 5,3,Mid,16 GB DDR5 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,False,No,1,1 Year,High,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Dell Inspiron 15 3535 Laptop (AMD Ryzen R5-7530U/ 16GB/ 512GB SSD/ Win11),Dell,45490,45490,INR,8643100,4.45,7th Gen AMD Ryzen 5 7530U,AMD,Ryzen 5,3,Mid,16 GB  RAM,16,High,SSD,512,Standard,AMD,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Acer Travel Lite TL14 UN.34GSI.07K Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),Acer,32990,32990,INR,6268100,4.3,12th Gen Intel Core i3 1215U,Intel,Core i3,2,Basic,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,0.9999,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",0.9999,0.0,0.0,0.0001
Razer Launches Blade 18 (2025) Laptop (Intel Core Ultra 9 275HX/ 32GB/ 2TB SSD/ Win11/ 24GB Graphics),Razer,393990,393990,INR,74858100,4.7,Intel Core Ultra 9 275HX,Intel,Core Ultra 9,5,Premium,32 GB  RAM,32,Premium,SSD,2000,Very Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,18.0,Large,2560,1600,Full HD,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
HP Victus FA1198TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,72990,72990,INR,13868100,4.75,13th Gen Intel Core i5 13420H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
Acer Aspire 3 A311-45 UN.354SI.002 Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11),Acer,19990,19990,INR,3798100,4.65,Intel Celeron N4500,Intel,Celeron,1,Entry,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,11.6,Small,1366,768,Standard,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Asus ROG Strix SCAR 16 (2025) G635 Gaming Laptop (Intel Core Ultra 9 Processor 275HX/ 32GB/ 2TB SSD/ Win11 Home/ RTX5090 Graph),Asus,449999,449999,INR,85499810,4.3,Intel Core Ultra 9 275HX,Intel,Core Ultra 9,5,Premium,32 GB DDR5 RAM,32,Premium,SSD,2000,Very Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,16.0,Large,2560,1600,Full HD,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Lenovo LOQ 15ARP9 83JC00EHIN Gaming Laptop (AMD Ryzen 7 7435H/ 24GB/ 512GB SSD/ Win11/ 8GB RTX 4060 Graph),Lenovo,91690,91690,INR,17421100,4.35,7th Gen AMD Ryzen 7 7435HS,AMD,Ryzen 7,4,High,24 GB DDR5 RAM,24,Premium,SSD,512,Standard,NVIDIA,Dedicated,4,Dedicated High,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Editing Video,Editing Video,0.9997,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0003,0.9997,0.0
Xiaomi Redmi Book 16 2025 Laptop (Intel Core Ultra 5 Series 2/ 32GB/ 1TB SSD/ Win 11),Xiaomi,64990,64990,INR,12348100,4.1,Intel Core Ultra 5 Series 2,Intel,Core Ultra 5,3,Mid,32 GB LPDDR5x RAM,32,Premium,SSD,1000,Large,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,16.0,Large,3072,1920,High Resolution,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
HP 255 G10 B1FW9PT Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11),HP,24999,24999,INR,4749810,4.7,7th Gen AMD Ryzen 3 7320U,AMD,Ryzen 3,2,Basic,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,AMD,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1366,768,Standard,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Apple MacBook Pro 14 2024 Laptop (Apple M4/ 16GB/ 512GB SSD/ macOS),Apple,162990,162990,INR,30968100,4.15,Apple M4,Apple,Other,4,High,16 GB  RAM,16,High,SSD,512,Standard,Apple,Integrated,3,Dedicated Entry,Mac,Mac,14.2,Medium,3024,1964,High Resolution,False,No,1,1 Year,Premium,Editing Video,Editing Video,0.967,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.033,0.967,0.0
MSI Modern 15 H AI C1MG-050IN Laptop (Intel Core Ultra 5 125H/ 8GB/ 512GB SSD/ Win11 Home),MSI,48300,48300,INR,9177000,4.0,Intel Core Ultra 5 Series 1 125H,Intel,Core Ultra 5,3,Mid,8 GB DDR5 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,0.9999,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0001,0.0,0.0,0.9999
Lenovo IdeaPad 5 14IRH9 83KX0019IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,84690,84690,INR,16091100,4.1,13th Gen Intel Core i7 13620H,Intel,Core i7,4,High,16 GB LPDDR5X RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,True,Yes,1,1 Year,High,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Asus Vivobook 16X K3605ZU-RP304WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX4050),Asus,84990,84990,INR,16148100,4.75,12th Gen Intel Core i5 12500H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,16.0,Large,1920,1200,Full HD,False,No,1,1 Year,High,Desain Grafis,Desain Grafis,0.9997,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,0.9997,0.0003,0.0
Asus TUF Gaming A15 FA507NVR-LP104WS Laptop (AMD Ryzen 7 7435HS/ 16GB / 512GB SSD/ Win11/ 8GB Graph),Asus,99990,99990,INR,18998100,4.75,7th Gen AMD Ryzen 7 7435HS,AMD,Ryzen 7,4,High,16 GB DDR5 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Editing Video,Editing Video,0.9717,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0283,0.9717,0.0
Lenovo IdeaPad Slim 3 83ER00F2IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Lenovo,46899,46899,INR,8910810,4.7,12th Gen Intel Core i5 12450H,Intel,Core i5,3,Mid,8 GB LPDDR5 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
HP 15-fd0070TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),HP,45990,45990,INR,8738100,4.3,12th Gen Intel Core i5 1235U,Intel,Core i5,3,Mid,8 GB  RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Acer Aspire 7 A715-79G UN.34NSI.002 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Acer,60990,60990,INR,11588100,4.45,13th Gen Intel Core i5 13420H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
Apple MacBook Air 13 2024 Laptop (Apple M3/ 16GB/ 256GB SSD/ MacOS),Apple,89900,89900,INR,17081000,4.05,Apple M3,Apple,Other,4,High,16 GB  RAM,16,High,SSD,256,Basic,Apple,Integrated,3,Dedicated Entry,Mac,Mac,13.6,Small,2560,1664,Full HD,False,No,1,1 Year,High,Desain Grafis,Desain Grafis,0.993,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,0.993,0.007,0.0
Asus TUF Gaming A15 FA506NFR-HN259WS Laptop (AMD Ryzen 7 7435HS/ 16GB / 512GB SSD/ Win11 Home / 4GB Graph),Asus,59990,59990,INR,11398100,4.4,7th Gen AMD Ryzen 7 7435HS,AMD,Ryzen 7,4,High,16 GB DDR5 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Editing Video,Editing Video,0.8364,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.1636,0.8364,0.0
Acer Nitro V ANV15-41 UN.QPFSI.002 Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11/ 6GB RTX3050 Graph),Acer,62990,62990,INR,11968100,4.7,7th Gen AMD Ryzen 5 7535HS,AMD,Ryzen 5,3,Mid,16 GB DDR5 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
Lenovo LOQ 2024 15IAX9 83GS00CKIN Gaming Laptop (12th Gen Core i5/ 24GB/ 512GB SSD/ Win11/ 4GB Graph),Lenovo,63190,63190,INR,12006100,4.35,12th Gen Intel Core i5 12450HX,Intel,Core i5,3,Mid,24 GB DDR5 RAM,24,Premium,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
